id,neighborhood,room_type,minimum_nights,number_of_reviews,availability_365,latitude,longitude,price
108167,Brooklyn,Private room,21,13,285,40.843208,-74.019974,235
108168,Brooklyn,Shared room,12,121,127,40.747756,-73.774165,136
108169,Manhattan,Shared room,24,135,216,40.705823,-73.794585,335
108170,Manhattan,Entire home/apt,1,78,102,40.549381,-74.018028,164
108171,Queens,Private room,26,66,199,40.722504,-73.916762,261
108172,Bronx,Entire home/apt,25,114,23,40.732454,-73.852679,67
108173,Manhattan,Private room,21,164,53,40.53521,-73.891168,196
108174,Brooklyn,Entire home/apt,30,168,184,40.712709,-73.809109,152
108175,Queens,Shared room,10,144,125,40.748337,-73.701615,301
108176,Staten Island,Private room,20,96,349,40.74039,-73.886255,121
108177,Bronx,Entire home/apt,12,124,340,40.801322,-73.930966,253
108178,Staten Island,Private room,23,124,291,40.693583,-74.198022,356
108179,Brooklyn,Entire home/apt,21,95,260,40.84044,-73.785406,61
108180,Brooklyn,Entire home/apt,17,181,359,40.893846,-73.788824,372
108181,Bronx,Private room,24,41,88,40.816939,-73.961467,184
108182,Manhattan,Private room,9,120,151,40.796492,-73.708862,182
108183,Brooklyn,Entire home/apt,5,170,123,40.857782,-73.717206,214
108184,Brooklyn,Private room,29,36,151,40.588833,-73.958902,300
108185,Staten Island,Private room,19,121,357,40.621503,-74.105178,348
108186,Queens,Shared room,11,191,304,40.665968,-73.795336,243
108187,Staten Island,Entire home/apt,6,155,86,40.753261,-74.22505,184
108188,Bronx,Private room,24,138,192,40.819391,-73.769215,292
108189,Brooklyn,Entire home/apt,23,2,325,40.600498,-73.917272,163
108190,Queens,Shared room,26,120,311,40.810717,-74.249702,375
108191,Brooklyn,Entire home/apt,19,105,81,40.789163,-74.017539,270
108192,Staten Island,Private room,21,6,220,40.588916,-74.219295,46
108193,Staten Island,Entire home/apt,17,24,135,40.687217,-74.171379,40
108194,Bronx,Shared room,5,95,147,40.811809,-74.044307,62
108195,Queens,Shared room,13,88,53,40.537726,-74.213992,396
108196,Bronx,Entire home/apt,7,89,224,40.575833,-74.041063,392
108197,Queens,Entire home/apt,11,109,352,40.536826,-73.853428,89
108198,Bronx,Shared room,15,68,111,40.676964,-73.954204,357
108199,Queens,Entire home/apt,21,191,351,40.569962,-73.86405,359
108200,Manhattan,Private room,21,155,198,40.677747,-74.08712,388
108201,Staten Island,Private room,22,55,87,40.792062,-73.736755,378
108202,Queens,Private room,3,6,137,40.757503,-74.069675,268
108203,Bronx,Private room,9,85,319,40.731551,-74.027154,314
108204,Brooklyn,Shared room,27,163,159,40.55558,-73.779915,121
108205,Brooklyn,Entire home/apt,7,185,159,40.70698,-73.886875,106
108206,Manhattan,Shared room,25,68,253,40.61914,-73.713427,229
108207,Manhattan,Entire home/apt,4,47,77,40.714154,-73.77868,346
108208,Manhattan,Shared room,24,37,200,40.787677,-73.752501,298
108209,Queens,Shared room,8,171,55,40.758346,-73.812942,195
108210,Staten Island,Entire home/apt,10,43,55,40.686475,-73.873196,219
108211,Staten Island,Shared room,14,96,150,40.860835,-74.140563,137
108212,Brooklyn,Private room,28,135,40,40.712452,-73.701008,399
108213,Bronx,Private room,4,78,80,40.590474,-73.796546,273
108214,Staten Island,Shared room,5,79,150,40.555631,-74.235046,99
108215,Staten Island,Shared room,1,63,218,40.789003,-73.867695,169
108216,Manhattan,Shared room,21,104,38,40.670053,-74.209432,334
108217,Brooklyn,Private room,15,86,285,40.688308,-74.070752,93
108218,Brooklyn,Private room,16,183,174,40.668318,-73.813992,62
108219,Bronx,Shared room,27,87,74,40.714043,-74.24025,120
108220,Staten Island,Private room,28,155,37,40.638062,-73.704394,192
108221,Queens,Shared room,7,37,77,40.783041,-73.986485,104
108222,Queens,Entire home/apt,10,124,121,40.857033,-73.800622,161
108223,Queens,Shared room,29,87,207,40.893093,-74.160027,216
108224,Bronx,Entire home/apt,12,108,252,40.542071,-74.022985,163
108225,Queens,Shared room,17,9,357,40.835928,-74.139212,70
108226,Bronx,Entire home/apt,1,187,287,40.809468,-73.782928,246
108227,Manhattan,Entire home/apt,24,77,31,40.643038,-74.094692,354
108228,Queens,Private room,12,63,33,40.817684,-74.00696,225
108229,Queens,Private room,1,190,238,40.853431,-73.910993,274
108230,Bronx,Private room,1,5,297,40.825789,-73.947777,85
108231,Brooklyn,Shared room,28,166,13,40.580414,-74.138063,324
108232,Bronx,Entire home/apt,3,49,229,40.625241,-74.120476,210
108233,Manhattan,Private room,22,132,101,40.795438,-73.717238,203
108234,Queens,Entire home/apt,11,32,293,40.605606,-74.186087,101
108235,Brooklyn,Entire home/apt,10,68,220,40.869395,-74.163455,246
108236,Queens,Private room,27,40,59,40.776668,-73.793925,245
108237,Brooklyn,Entire home/apt,6,173,311,40.65848,-74.091135,159
108238,Bronx,Private room,12,111,58,40.775764,-73.912674,66
108239,Manhattan,Shared room,24,178,163,40.575994,-73.943307,131
108240,Bronx,Shared room,18,3,2,40.533565,-73.825604,346
108241,Bronx,Entire home/apt,23,3,35,40.517497,-74.014607,341
108242,Brooklyn,Shared room,11,42,182,40.551239,-73.796666,249
108243,Queens,Shared room,2,112,212,40.627342,-74.179083,388
108244,Manhattan,Shared room,13,166,51,40.569507,-73.946771,50
108245,Queens,Private room,8,24,336,40.62456,-73.756792,215
108246,Staten Island,Entire home/apt,15,198,305,40.763336,-73.842027,326
108247,Bronx,Shared room,22,172,251,40.666459,-74.170016,143
108248,Brooklyn,Shared room,6,115,294,40.815166,-73.829787,117
108249,Queens,Entire home/apt,26,135,95,40.591192,-73.927479,116
108250,Manhattan,Private room,6,186,295,40.500665,-74.01878,259
108251,Brooklyn,Shared room,29,153,197,40.841286,-74.050796,249
108252,Bronx,Private room,18,66,234,40.768498,-73.867905,129
108253,Queens,Private room,15,98,219,40.672714,-73.921416,240
108254,Brooklyn,Private room,27,176,10,40.871357,-74.206232,112
108255,Queens,Shared room,15,146,53,40.852171,-73.718725,157
108256,Staten Island,Private room,21,38,311,40.882895,-74.059617,76
108257,Bronx,Shared room,5,72,117,40.876693,-73.987974,232
108258,Bronx,Shared room,8,2,102,40.67893,-73.910999,224
108259,Brooklyn,Shared room,14,14,249,40.81019,-74.17608,232
108260,Bronx,Private room,20,117,241,40.535655,-74.08011,397
108261,Brooklyn,Private room,23,28,196,40.662901,-74.03972,121
108262,Manhattan,Private room,21,50,324,40.649784,-73.99417,301
108263,Staten Island,Private room,29,146,189,40.671265,-73.876046,65
108264,Brooklyn,Private room,6,189,264,40.841437,-73.980539,168
108265,Manhattan,Entire home/apt,20,102,340,40.593201,-73.768401,169
108266,Brooklyn,Private room,12,179,362,40.859357,-73.94652,151
108267,Manhattan,Private room,19,12,150,40.576521,-73.873727,173
108268,Staten Island,Shared room,25,64,103,40.768053,-74.025204,241
108269,Bronx,Private room,30,40,217,40.839728,-74.05437,55
108270,Manhattan,Entire home/apt,26,177,328,40.84958,-73.70482,180
108271,Brooklyn,Shared room,4,182,236,40.734293,-74.242782,75
108272,Bronx,Private room,12,122,216,40.76706,-74.176454,249
108273,Bronx,Private room,9,8,112,40.811868,-73.917834,395
108274,Queens,Shared room,9,102,268,40.741557,-74.102465,78
108275,Bronx,Entire home/apt,4,16,195,40.54952,-73.858411,258
108276,Queens,Private room,12,91,306,40.733897,-74.078925,166
108277,Manhattan,Entire home/apt,20,77,219,40.551527,-73.988729,162
108278,Manhattan,Private room,22,118,213,40.781945,-73.813719,205
108279,Staten Island,Entire home/apt,21,145,54,40.658538,-74.097667,101
108280,Bronx,Private room,13,177,323,40.775518,-74.048677,126
108281,Brooklyn,Shared room,24,25,357,40.63203,-73.878308,72
108282,Queens,Shared room,22,103,165,40.881218,-74.196926,357
108283,Queens,Private room,25,17,258,40.792627,-74.030248,151
108284,Bronx,Shared room,5,195,19,40.848922,-74.129213,114
108285,Staten Island,Shared room,7,41,271,40.553919,-73.722337,246
108286,Staten Island,Private room,18,112,348,40.704977,-74.13816,82
108287,Brooklyn,Shared room,20,21,150,40.583149,-74.088339,364
108288,Brooklyn,Shared room,25,41,173,40.695689,-73.927159,393
108289,Brooklyn,Private room,13,141,147,40.797455,-73.87613,52
108290,Staten Island,Private room,20,109,361,40.654548,-73.946034,103
108291,Bronx,Shared room,3,83,121,40.767416,-74.207699,237
108292,Manhattan,Private room,5,165,222,40.67785,-73.869189,242
108293,Bronx,Private room,23,157,299,40.829541,-73.97964,340
108294,Staten Island,Entire home/apt,5,97,261,40.517121,-74.238528,322
108295,Staten Island,Entire home/apt,27,89,4,40.815072,-73.976511,344
108296,Queens,Entire home/apt,11,141,157,40.764323,-73.918423,110
108297,Brooklyn,Entire home/apt,7,60,328,40.847948,-74.207423,292
108298,Bronx,Private room,25,70,149,40.726583,-73.756547,208
108299,Manhattan,Shared room,8,156,337,40.592423,-73.778753,238
108300,Manhattan,Shared room,29,83,53,40.549547,-74.17024,104
108301,Bronx,Entire home/apt,5,79,128,40.658951,-74.161125,293
108302,Brooklyn,Private room,18,100,106,40.805944,-74.237232,91
108303,Staten Island,Private room,22,137,34,40.767834,-73.968093,361
108304,Manhattan,Shared room,24,58,318,40.783327,-73.999105,141
108305,Brooklyn,Shared room,25,58,305,40.800458,-73.892368,122
108306,Queens,Shared room,25,96,305,40.613733,-73.820369,255
108307,Queens,Shared room,10,67,245,40.751964,-74.233995,151
108308,Staten Island,Entire home/apt,13,74,33,40.639303,-74.110148,43
108309,Brooklyn,Entire home/apt,6,151,76,40.653629,-73.873608,242
108310,Brooklyn,Shared room,5,66,56,40.799657,-74.094587,309
108311,Bronx,Entire home/apt,12,74,28,40.73473,-74.116915,192
108312,Staten Island,Entire home/apt,17,6,152,40.543617,-73.718455,171
108313,Staten Island,Shared room,6,53,107,40.542377,-73.917451,200
108314,Brooklyn,Entire home/apt,26,127,38,40.686598,-73.779649,237
108315,Manhattan,Entire home/apt,5,108,3,40.612471,-74.063511,326
108316,Manhattan,Private room,15,81,338,40.760144,-74.24597,200
108317,Staten Island,Private room,28,14,306,40.791933,-73.745626,292
108318,Staten Island,Shared room,6,81,269,40.508464,-74.180591,102
108319,Bronx,Private room,14,109,321,40.781915,-73.785977,370
108320,Staten Island,Shared room,2,7,57,40.619066,-73.76215,207
108321,Bronx,Entire home/apt,21,86,296,40.849885,-73.894057,160
108322,Bronx,Entire home/apt,13,172,187,40.744424,-73.808057,109
108323,Brooklyn,Shared room,14,132,128,40.543155,-73.823737,336
108324,Manhattan,Private room,19,101,125,40.864074,-73.748546,302
108325,Staten Island,Shared room,21,67,223,40.536229,-74.111768,317
108326,Queens,Shared room,22,153,118,40.73281,-74.237223,142
108327,Bronx,Private room,21,171,236,40.52356,-74.17489,278
108328,Brooklyn,Private room,11,146,300,40.728719,-73.907687,87
108329,Bronx,Shared room,29,144,30,40.717416,-74.223038,69
108330,Staten Island,Shared room,10,15,326,40.684093,-74.009176,58
108331,Brooklyn,Shared room,13,186,83,40.668417,-74.073805,147
108332,Bronx,Entire home/apt,8,65,61,40.882816,-73.804617,173
108333,Queens,Shared room,28,121,284,40.638396,-73.872656,174
108334,Staten Island,Private room,20,18,236,40.505079,-73.869354,175
108335,Bronx,Shared room,6,103,233,40.80018,-74.029907,258
108336,Bronx,Private room,20,185,86,40.745337,-74.11726,253
108337,Bronx,Shared room,7,124,247,40.619322,-73.920144,42
108338,Staten Island,Entire home/apt,14,62,22,40.764096,-73.744764,56
108339,Staten Island,Shared room,27,126,114,40.650228,-73.957211,299
108340,Staten Island,Shared room,28,93,362,40.820849,-73.748048,387
108341,Manhattan,Entire home/apt,3,194,128,40.544436,-73.961793,206
108342,Brooklyn,Private room,19,60,237,40.841548,-74.046909,323
108343,Brooklyn,Shared room,29,78,148,40.749922,-73.865171,309
108344,Bronx,Entire home/apt,16,63,107,40.678988,-73.701037,177
108345,Manhattan,Shared room,20,167,291,40.543525,-74.023217,91
108346,Queens,Private room,4,31,227,40.790101,-74.222621,71
108347,Brooklyn,Entire home/apt,26,160,193,40.639636,-73.701381,55
108348,Brooklyn,Entire home/apt,11,193,255,40.553366,-74.172764,355
108349,Bronx,Entire home/apt,9,125,229,40.603436,-74.238804,150
108350,Bronx,Private room,30,150,97,40.793295,-73.945174,317
108351,Bronx,Shared room,13,194,242,40.571575,-73.750704,328
108352,Bronx,Shared room,3,44,234,40.578265,-74.179637,156
108353,Staten Island,Private room,15,128,183,40.797567,-74.174696,369
108354,Bronx,Shared room,23,194,62,40.61019,-74.176486,189
108355,Manhattan,Entire home/apt,6,190,219,40.790601,-74.189952,315
108356,Brooklyn,Shared room,20,73,80,40.897071,-73.852217,170
108357,Bronx,Private room,4,162,350,40.785549,-73.990499,355
108358,Queens,Private room,2,144,132,40.647122,-74.184375,162
108359,Bronx,Shared room,18,26,341,40.899526,-73.830343,116
108360,Bronx,Shared room,8,53,320,40.836389,-73.922301,185
108361,Brooklyn,Shared room,9,161,16,40.708956,-73.859614,67
108362,Bronx,Private room,6,161,289,40.503949,-74.047415,145
108363,Brooklyn,Shared room,6,147,125,40.583531,-73.971653,245
108364,Manhattan,Shared room,16,130,50,40.543417,-74.075741,79
108365,Brooklyn,Private room,9,155,42,40.70716,-74.127032,169
108366,Bronx,Private room,27,8,145,40.71437,-74.07149,140
108367,Bronx,Private room,8,110,60,40.758207,-73.761858,123
108368,Bronx,Shared room,17,67,209,40.532618,-73.927636,398
108369,Queens,Private room,7,12,86,40.876035,-74.043778,257
108370,Queens,Shared room,8,26,245,40.698026,-73.831574,138
108371,Manhattan,Entire home/apt,6,98,56,40.89765,-73.818243,221
108372,Queens,Shared room,15,65,71,40.603523,-74.071009,393
108373,Manhattan,Shared room,20,137,321,40.602215,-74.121173,242
108374,Queens,Shared room,5,121,41,40.845977,-73.797064,366
108375,Brooklyn,Shared room,15,89,266,40.810865,-73.710547,369
108376,Manhattan,Entire home/apt,26,184,27,40.734615,-73.740831,145
108377,Manhattan,Entire home/apt,30,116,356,40.556637,-74.00702,127
108378,Brooklyn,Entire home/apt,6,160,42,40.60483,-74.188254,374
108379,Bronx,Private room,10,186,27,40.559391,-74.126039,150
108380,Staten Island,Entire home/apt,6,58,147,40.889431,-73.785654,155
108381,Brooklyn,Private room,9,6,121,40.507667,-74.242906,246
108382,Brooklyn,Shared room,25,69,119,40.710706,-74.152259,330
108383,Queens,Entire home/apt,23,4,14,40.858596,-74.099178,280
108384,Queens,Private room,24,108,2,40.582495,-74.05906,361
108385,Manhattan,Private room,20,11,274,40.628224,-73.794533,159
108386,Queens,Shared room,11,19,80,40.70048,-73.776991,249
108387,Queens,Private room,3,164,240,40.644336,-73.969625,119
108388,Brooklyn,Shared room,3,61,38,40.530387,-74.112798,337
108389,Bronx,Shared room,16,61,97,40.663336,-74.216221,195
108390,Staten Island,Entire home/apt,21,5,9,40.721625,-74.049988,301
108391,Staten Island,Private room,13,100,285,40.71438,-73.954806,200
108392,Manhattan,Private room,18,118,105,40.769037,-74.123303,125
108393,Brooklyn,Entire home/apt,20,120,241,40.847905,-74.075416,130
108394,Bronx,Private room,24,156,223,40.850978,-74.236313,304
108395,Queens,Entire home/apt,2,72,100,40.844528,-74.140765,46
108396,Brooklyn,Shared room,9,22,351,40.558207,-73.851989,336
108397,Bronx,Private room,1,88,291,40.777061,-74.218864,342
108398,Manhattan,Entire home/apt,25,125,287,40.844758,-73.730397,140
108399,Staten Island,Private room,14,20,335,40.798295,-73.765325,86
108400,Staten Island,Shared room,7,179,318,40.596786,-73.818087,146
108401,Brooklyn,Entire home/apt,25,88,32,40.815536,-74.219427,301
108402,Staten Island,Private room,30,70,231,40.873802,-73.763454,363
108403,Brooklyn,Entire home/apt,3,47,7,40.523525,-74.024916,105
108404,Staten Island,Private room,17,148,138,40.784086,-73.931714,344
108405,Queens,Shared room,9,66,109,40.50418,-74.189863,232
108406,Manhattan,Shared room,30,177,119,40.672354,-73.87634,305
108407,Manhattan,Entire home/apt,16,71,254,40.887542,-74.213498,213
108408,Queens,Shared room,17,78,152,40.546707,-73.973002,371
108409,Brooklyn,Entire home/apt,22,121,121,40.812335,-74.243405,359
108410,Bronx,Entire home/apt,25,157,45,40.883786,-74.171325,395
108411,Brooklyn,Shared room,29,180,58,40.763751,-74.000435,290
108412,Brooklyn,Shared room,11,200,212,40.778957,-73.727027,398
108413,Brooklyn,Shared room,13,145,311,40.855308,-74.147351,173
108414,Staten Island,Shared room,29,174,78,40.898239,-73.774617,136
108415,Manhattan,Entire home/apt,9,100,241,40.540352,-73.832303,262
108416,Staten Island,Entire home/apt,19,131,350,40.660315,-74.1055,101
108417,Queens,Private room,16,134,235,40.764879,-74.027121,166
108418,Queens,Shared room,29,154,88,40.733203,-73.763726,304
108419,Manhattan,Entire home/apt,7,31,59,40.646405,-73.864436,55
108420,Brooklyn,Shared room,17,142,214,40.524066,-73.946667,258
108421,Staten Island,Entire home/apt,14,105,124,40.5515,-74.103455,337
108422,Manhattan,Private room,1,82,201,40.69472,-73.837847,225
108423,Brooklyn,Private room,1,40,255,40.855045,-73.939324,341
108424,Queens,Shared room,2,57,310,40.824121,-73.906005,199
108425,Bronx,Shared room,6,75,244,40.578643,-73.747535,318
108426,Staten Island,Entire home/apt,3,58,17,40.595557,-73.946444,390
108427,Manhattan,Entire home/apt,9,187,265,40.655305,-73.704293,238
108428,Queens,Private room,5,155,88,40.523797,-73.762664,180
108429,Bronx,Shared room,28,11,289,40.762076,-74.155877,391
108430,Manhattan,Private room,17,122,335,40.552314,-74.002215,215
108431,Queens,Entire home/apt,10,125,264,40.808457,-73.823955,158
108432,Queens,Private room,6,182,250,40.69263,-73.860379,256
108433,Manhattan,Entire home/apt,9,95,47,40.846823,-73.830107,152
108434,Staten Island,Shared room,11,48,122,40.673769,-73.877905,126
108435,Queens,Shared room,14,30,141,40.772101,-74.037441,79
108436,Bronx,Entire home/apt,29,66,261,40.819334,-73.858887,133
108437,Staten Island,Private room,22,193,7,40.752779,-74.090383,355
108438,Brooklyn,Entire home/apt,18,15,38,40.831415,-74.216936,281
108439,Queens,Private room,10,5,129,40.864083,-73.880034,346
108440,Bronx,Private room,2,143,180,40.584096,-73.831168,279
108441,Manhattan,Entire home/apt,20,146,155,40.694501,-74.23272,364
108442,Manhattan,Entire home/apt,21,22,297,40.819842,-73.975073,144
108443,Bronx,Private room,26,65,296,40.761509,-73.713122,73
108444,Bronx,Entire home/apt,5,113,325,40.698537,-73.748161,344
108445,Staten Island,Shared room,15,141,73,40.547717,-74.033577,222
108446,Bronx,Shared room,21,67,191,40.812206,-74.027341,228
108447,Bronx,Entire home/apt,17,108,104,40.852837,-74.165509,323
108448,Bronx,Entire home/apt,25,178,336,40.647159,-73.87424,111
108449,Queens,Entire home/apt,30,56,302,40.511862,-73.854269,301
108450,Manhattan,Entire home/apt,13,179,0,40.784293,-74.180995,122
108451,Manhattan,Shared room,22,172,78,40.625096,-73.825219,307
108452,Bronx,Entire home/apt,25,107,92,40.509405,-73.931921,313
108453,Brooklyn,Private room,22,140,269,40.738835,-73.784752,136
108454,Staten Island,Entire home/apt,19,176,95,40.771866,-74.235785,288
108455,Brooklyn,Entire home/apt,12,44,295,40.596401,-73.754761,188
108456,Queens,Shared room,25,38,174,40.513457,-74.054277,142
108457,Manhattan,Shared room,7,162,102,40.652205,-73.749237,88
108458,Bronx,Private room,23,176,290,40.849733,-73.730754,209
108459,Staten Island,Private room,15,63,353,40.667934,-73.764823,291
108460,Bronx,Private room,4,148,53,40.532446,-74.062855,268
108461,Bronx,Entire home/apt,16,117,273,40.703646,-74.144101,373
108462,Manhattan,Shared room,21,157,352,40.619878,-74.248495,395
108463,Manhattan,Shared room,8,40,222,40.86401,-73.810308,353
108464,Bronx,Entire home/apt,29,45,163,40.829479,-73.878749,62
108465,Brooklyn,Entire home/apt,15,44,214,40.517374,-73.943063,79
108466,Bronx,Shared room,1,177,139,40.794815,-73.840573,248
108467,Queens,Private room,28,176,191,40.726823,-74.031029,222
108468,Brooklyn,Private room,25,107,254,40.855628,-74.064131,358
108469,Manhattan,Shared room,3,36,70,40.887774,-73.718803,266
108470,Manhattan,Entire home/apt,10,58,133,40.517608,-73.824794,334
108471,Queens,Private room,19,70,190,40.688329,-74.038044,89
108472,Brooklyn,Shared room,1,45,278,40.848877,-74.016808,379
108473,Queens,Entire home/apt,13,101,154,40.50689,-74.137609,257
108474,Staten Island,Shared room,16,118,107,40.78865,-73.817611,368
108475,Manhattan,Private room,27,107,234,40.714776,-74.08071,210
108476,Staten Island,Entire home/apt,10,133,41,40.763581,-74.118735,62
108477,Staten Island,Shared room,1,10,19,40.838147,-74.191678,334
108478,Queens,Entire home/apt,2,78,233,40.808935,-74.108577,320
108479,Brooklyn,Shared room,29,24,302,40.540156,-74.240253,360
108480,Bronx,Entire home/apt,16,80,19,40.699981,-74.237678,96
108481,Queens,Entire home/apt,1,107,104,40.75572,-73.887538,356
108482,Brooklyn,Private room,13,180,328,40.675369,-74.123751,103
108483,Queens,Entire home/apt,25,87,243,40.794829,-73.947701,361
108484,Bronx,Entire home/apt,4,181,256,40.536429,-73.95571,97
108485,Manhattan,Private room,28,176,136,40.505977,-74.032969,371
108486,Bronx,Private room,2,9,52,40.869858,-73.828293,43
108487,Brooklyn,Entire home/apt,14,190,284,40.808403,-74.174018,122
108488,Queens,Private room,10,166,339,40.869898,-73.775628,59
108489,Brooklyn,Private room,19,50,341,40.658631,-74.00322,116
108490,Manhattan,Entire home/apt,22,38,169,40.825835,-74.088124,95
108491,Queens,Private room,9,183,73,40.65712,-73.751205,319
108492,Manhattan,Entire home/apt,24,157,283,40.616824,-73.98195,270
108493,Brooklyn,Private room,26,103,140,40.558463,-73.831736,255
108494,Brooklyn,Private room,14,74,343,40.56373,-73.791725,152
108495,Staten Island,Shared room,21,159,133,40.874583,-73.885335,333
108496,Brooklyn,Entire home/apt,18,129,260,40.643605,-74.034866,152
108497,Staten Island,Private room,9,198,204,40.550115,-74.211495,105
108498,Bronx,Shared room,26,198,337,40.896077,-74.151638,392
108499,Queens,Shared room,14,157,74,40.63384,-74.083484,251
108500,Bronx,Shared room,19,128,77,40.634815,-74.006062,317
108501,Manhattan,Private room,27,49,24,40.854987,-73.896663,232
108502,Brooklyn,Entire home/apt,30,166,111,40.785347,-74.042306,245
108503,Bronx,Private room,15,103,211,40.809293,-73.736456,205
108504,Staten Island,Shared room,29,162,95,40.801917,-73.874389,259
108505,Manhattan,Shared room,10,77,105,40.614734,-73.794529,115
108506,Manhattan,Entire home/apt,23,146,84,40.846776,-74.216412,342
108507,Manhattan,Shared room,20,167,323,40.75194,-74.027129,283
108508,Queens,Shared room,12,24,254,40.797937,-73.972678,322
108509,Brooklyn,Entire home/apt,20,11,38,40.745405,-73.774292,353
108510,Bronx,Entire home/apt,13,158,218,40.670618,-73.966296,237
108511,Staten Island,Shared room,23,107,236,40.675732,-74.111173,286
108512,Staten Island,Entire home/apt,9,80,119,40.51776,-73.807684,396
108513,Bronx,Private room,7,98,253,40.658058,-73.874223,171
108514,Brooklyn,Private room,10,170,47,40.824413,-73.973133,395
108515,Brooklyn,Entire home/apt,27,168,208,40.796229,-73.721921,154
108516,Manhattan,Private room,30,186,263,40.716981,-73.979427,220
108517,Manhattan,Entire home/apt,28,55,240,40.718246,-74.225614,114
108518,Staten Island,Shared room,12,142,78,40.800844,-74.094278,237
108519,Queens,Entire home/apt,23,117,140,40.553981,-74.135525,120
108520,Manhattan,Entire home/apt,15,152,249,40.880404,-74.086471,278
108521,Brooklyn,Private room,10,199,192,40.813629,-73.704646,350
108522,Brooklyn,Shared room,14,30,100,40.617632,-73.829982,83
108523,Staten Island,Private room,10,48,49,40.684532,-73.995111,391
108524,Manhattan,Private room,20,35,343,40.826441,-74.018861,264
108525,Manhattan,Private room,19,146,85,40.800147,-73.917342,312
108526,Brooklyn,Entire home/apt,13,33,209,40.746858,-73.809916,284
108527,Queens,Private room,23,43,235,40.886187,-73.879031,123
108528,Bronx,Shared room,13,198,208,40.680066,-73.710325,141
108529,Staten Island,Entire home/apt,16,181,161,40.775526,-74.098944,76
108530,Manhattan,Entire home/apt,17,61,9,40.599929,-73.827174,141
108531,Staten Island,Private room,17,148,242,40.532887,-74.140854,257
108532,Queens,Entire home/apt,23,34,218,40.829153,-73.951333,318
108533,Staten Island,Entire home/apt,27,71,314,40.890777,-74.240997,390
108534,Manhattan,Shared room,27,153,356,40.608414,-73.74181,100
108535,Bronx,Entire home/apt,15,119,256,40.719752,-73.916242,197
108536,Brooklyn,Entire home/apt,29,110,316,40.783228,-74.047607,158
108537,Bronx,Entire home/apt,22,29,139,40.792198,-74.150242,239
108538,Bronx,Shared room,23,165,318,40.738132,-73.990056,326
108539,Queens,Shared room,24,106,225,40.664835,-73.885591,134
108540,Staten Island,Entire home/apt,9,64,133,40.57734,-73.810463,275
108541,Manhattan,Private room,3,89,255,40.786503,-73.975407,112
108542,Bronx,Shared room,10,122,50,40.60699,-74.084539,304
108543,Manhattan,Entire home/apt,23,168,184,40.891816,-74.068446,140
108544,Bronx,Shared room,28,110,108,40.703466,-74.230381,43
108545,Manhattan,Private room,28,104,339,40.863073,-73.705502,254
108546,Bronx,Entire home/apt,23,26,364,40.840865,-74.090054,307
108547,Staten Island,Private room,27,165,270,40.610709,-73.760142,314
108548,Manhattan,Entire home/apt,7,22,29,40.540702,-73.836195,74
108549,Manhattan,Entire home/apt,25,50,156,40.893389,-73.790148,81
108550,Manhattan,Shared room,5,88,234,40.872428,-73.71372,336
108551,Manhattan,Entire home/apt,9,149,212,40.76143,-74.234362,377
108552,Bronx,Entire home/apt,19,137,23,40.538902,-74.222157,370
108553,Bronx,Entire home/apt,6,71,79,40.871016,-74.078206,271
108554,Queens,Shared room,16,46,109,40.670519,-74.034182,115
108555,Queens,Private room,10,8,100,40.688328,-73.747313,262
108556,Staten Island,Shared room,21,40,30,40.681407,-74.107293,169
108557,Manhattan,Private room,25,99,189,40.64257,-73.762129,280
108558,Staten Island,Shared room,14,121,333,40.752212,-73.740468,160
108559,Brooklyn,Entire home/apt,20,53,113,40.599595,-74.009557,85
108560,Bronx,Private room,23,24,129,40.840879,-73.805326,254
108561,Staten Island,Private room,19,199,250,40.878283,-73.832749,115
108562,Bronx,Private room,26,130,177,40.57474,-73.721778,304
108563,Bronx,Private room,11,101,255,40.714052,-73.776621,263
108564,Brooklyn,Shared room,28,81,327,40.746142,-73.817143,383
108565,Brooklyn,Entire home/apt,14,136,260,40.730886,-74.23861,136
108566,Bronx,Private room,28,17,133,40.667677,-73.961036,227
108567,Bronx,Entire home/apt,11,131,134,40.88354,-73.875262,148
108568,Staten Island,Private room,26,81,252,40.569578,-74.147459,186
108569,Queens,Entire home/apt,29,172,68,40.625517,-73.71252,348
108570,Manhattan,Private room,12,162,213,40.790722,-74.147446,203
108571,Brooklyn,Private room,21,131,241,40.632303,-73.8078,240
108572,Queens,Private room,7,50,256,40.896171,-74.126132,337
108573,Manhattan,Private room,3,54,274,40.593903,-73.799906,185
108574,Bronx,Entire home/apt,23,52,73,40.557686,-74.039617,163
108575,Staten Island,Private room,9,109,341,40.715452,-74.172293,236
108576,Brooklyn,Shared room,21,35,188,40.878727,-74.216923,186
108577,Staten Island,Shared room,5,160,46,40.607093,-73.772776,79
108578,Staten Island,Private room,28,15,359,40.689775,-74.065529,117
108579,Queens,Private room,23,119,36,40.607383,-73.830541,358
108580,Queens,Shared room,11,187,365,40.669739,-74.137351,160
108581,Bronx,Shared room,8,100,358,40.518291,-74.120195,135
108582,Manhattan,Private room,15,103,193,40.679375,-73.857993,54
108583,Bronx,Private room,2,147,236,40.849693,-73.727015,352
108584,Queens,Private room,25,169,323,40.626135,-74.001289,345
108585,Brooklyn,Private room,3,61,82,40.870014,-73.877255,257
108586,Brooklyn,Shared room,28,158,306,40.505422,-74.211444,275
